kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,irsaliye_tarihi,aciklama,solusyon_fatura,bidon_acilisi,uts_no
KARTUS,ÖZEL,2019/065,2019-07-29,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1284,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/065,2019-07-29,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1285,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/065,2019-07-29,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1286,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/066,2019-07-29,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1287,,,,SERVİSTE KULLANILANIN YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/066,2019-07-29,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1288,,,,SERVİSTE KULLANILANIN YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/066,2019-07-29,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1289,,,,SERVİSTE KULLANILANIN YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/066,2019-07-29,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1290,,,,SERVİSTE KULLANILANIN YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/066,2019-07-29,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1291,,,,SERVİSTE KULLANILANIN YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,İHALE,2019/067,2019-07-30,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2019/07-1292,,,,2019/323758 NOLU İHALE NUMUNESİ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,İHALE,2019/068,2019-07-30,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1293,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,İHALE,2019/068,2019-07-30,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1294,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,İHALE,2019/068,2019-07-30,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1295,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,İHALE,2019/068,2019-07-30,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1296,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,İHALE,2019/068,2019-07-30,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1297,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,İHALE,2019/068,2019-07-30,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1298,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,İHALE,2019/068,2019-07-30,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1299,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,İHALE,2019/068,2019-07-30,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1300,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,İHALE,2019/068,2019-07-30,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1301,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,İHALE,2019/068,2019-07-30,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1302,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/069,2019-08-02,ADANA ALTIN KOZA TIP MERKEZİ,,ADANA,,KARTUŞ,,2019/07-1303,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/069,2019-08-02,ADANA ALTIN KOZA TIP MERKEZİ,,ADANA,,KARTUŞ,,2019/07-1304,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/069,2019-08-02,ADANA ALTIN KOZA TIP MERKEZİ,,ADANA,,KARTUŞ,,2019/07-1305,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/069,2019-08-02,ADANA ALTIN KOZA TIP MERKEZİ,,ADANA,,KARTUŞ,,2019/07-1306,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/069,2019-08-02,ADANA ALTIN KOZA TIP MERKEZİ,,ADANA,,KARTUŞ,,2019/07-1307,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,NUMUNE,2019/070,2019-08-06,MANİSA MERKEZ EFENDİ,,manisa,,KARTUŞ,,2019/07-1308,,,,VALİDASYON SONRASICİHAZI İLE BERABER ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,NUMUNE,2019/070,2019-08-06,MANİSA MERKEZ EFENDİ,,manisa,,KARTUŞ,,2019/07-1309,,,,VALİDASYON SONRASICİHAZI İLE BERABER ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,NUMUNE,2019/070,2019-08-06,MANİSA MERKEZ EFENDİ,,manisa,,KARTUŞ,,2019/07-1310,,,,VALİDASYON SONRASICİHAZI İLE BERABER ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,NUMUNE,2019/070,2019-08-06,MANİSA MERKEZ EFENDİ,,manisa,,KARTUŞ,,2019/07-1311,,,,VALİDASYON SONRASICİHAZI İLE BERABER ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,NUMUNE,2019/070,2019-08-06,MANİSA MERKEZ EFENDİ,,manisa,,KARTUŞ,,2019/07-1312,,,,VALİDASYON SONRASICİHAZI İLE BERABER ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,NUMUNE,2019/070,2019-08-06,MANİSA MERKEZ EFENDİ,,manisa,,KARTUŞ,,2019/07-1313,,,,VALİDASYON SONRASICİHAZI İLE BERABER ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,NUMUNE,2019/070,2019-08-06,MANİSA MERKEZ EFENDİ,,manisa,,KARTUŞ,,2019/07-1314,,,,VALİDASYON SONRASICİHAZI İLE BERABER ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,NUMUNE,2019/070,2019-08-06,MANİSA MERKEZ EFENDİ,,manisa,,KARTUŞ,,2019/07-1315,,,,VALİDASYON SONRASICİHAZI İLE BERABER ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,NUMUNE,2019/070,2019-08-06,MANİSA MERKEZ EFENDİ,,manisa,,KARTUŞ,,2019/07-1316,,,,VALİDASYON SONRASICİHAZI İLE BERABER ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,NUMUNE,2019/070,2019-08-06,MANİSA MERKEZ EFENDİ,,manisa,,KARTUŞ,,2019/07-1317,,,,VALİDASYON SONRASICİHAZI İLE BERABER ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-08-08,LÖSANTE,,ANKARA,,KARTUŞ,,2019/07-1318,,,,,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-08-08,LÖSANTE,,ANKARA,,KARTUŞ,,2019/07-1319,,,,,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-08-08,LÖSANTE,,ANKARA,,KARTUŞ,,2019/07-1320,,,,,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-08-08,LÖSANTE,,ANKARA,,KARTUŞ,,2019/07-1321,,,,,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-08-08,LÖSANTE,,ANKARA,,KARTUŞ,,2019/07-1322,,,,,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-08-08,LÖSANTE,,ANKARA,,KARTUŞ,,2019/07-1323,,,,,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-08-08,LÖSANTE,,ANKARA,,KARTUŞ,,2019/07-1324,,,,,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-12-19,GÖLCÜK NECATİ ÇELİK DEVLET HASTANESİ,,KOCAELİ,,KARTUŞ,,2019/07-1325,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-08-08,LÖSANTE,,ANKARA,,KARTUŞ,,2019/07-1326,,,,,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,SATIŞ,2019/071,2019-12-03,ADA TIP HASTANESİ,,SAKARYA,,KARTUŞ,,2019/07-1327,,,,SATIŞ ESKİ KARTUŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/071,2019-12-04,SANCAKTEPE EĞİTİM ARAŞTIRMA HASTANESİ,,İSTANBUL,,KARTUŞ,,2019/07-1328,,,,DEĞİŞİM ESKİ KARTUŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-08-08,LÖSANTE,,ANKARA,,KARTUŞ,,2019/07-1329,,,,,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-12-19,GÖLCÜK NECATİ ÇELİK DEVLET HASTANESİ,,KOCAELİ,,KARTUŞ,,2019/07-1330,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-08-08,LÖSANTE,,ANKARA,,KARTUŞ,,2019/07-1331,,,,,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/071,2019-08-08,LÖSANTE,,ANKARA,,KARTUŞ,,2019/07-1332,,,,,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/072,2019-08-08,MALATYA YEŞİLYURT DEVLET HASTANESİ,,MALATYA,,KARTUŞ,,2019/07-1333,,,,SERVİSTE KULLANILAN VE ARIZALI YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/072,2019-08-08,MALATYA YEŞİLYURT DEVLET HASTANESİ,,MALATYA,,KARTUŞ,,2019/07-1334,,,,SERVİSTE KULLANILAN VE ARIZALI YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/072,2019-08-08,MALATYA YEŞİLYURT DEVLET HASTANESİ,,MALATYA,,KARTUŞ,,2019/07-1335,,,,SERVİSTE KULLANILAN VE ARIZALI YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/072,2019-08-08,MALATYA YEŞİLYURT DEVLET HASTANESİ,,MALATYA,,KARTUŞ,,2019/07-1336,,,,SERVİSTE KULLANILAN VE ARIZALI YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/072,2019-08-08,MALATYA YEŞİLYURT DEVLET HASTANESİ,,MALATYA,,KARTUŞ,,2019/07-1337,,,,SERVİSTE KULLANILAN VE ARIZALI YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/072,2019-08-08,MALATYA YEŞİLYURT DEVLET HASTANESİ,,MALATYA,,KARTUŞ,,2019/07-1338,,,,SERVİSTE KULLANILAN VE ARIZALI YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/072,2019-08-08,MALATYA YEŞİLYURT DEVLET HASTANESİ,,MALATYA,,KARTUŞ,,2019/07-1339,,,,SERVİSTE KULLANILAN VE ARIZALI YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/072,2019-08-08,MALATYA YEŞİLYURT DEVLET HASTANESİ,,MALATYA,,KARTUŞ,,2019/07-1340,,,,SERVİSTE KULLANILAN VE ARIZALI YERİNE,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1341,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1342,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1343,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1344,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1345,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1346,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1347,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1348,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1349,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1350,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1351,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1352,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1353,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1354,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1355,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1356,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1357,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1358,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1359,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1360,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1361,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1362,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1363,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1364,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1365,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1366,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1367,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1368,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1369,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1370,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1371,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1372,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1373,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1374,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ihale,2019/073,2019-08-15,HİTİT ÜNİVERSİTESİ ÇORUM EĞİTİM ARAŞTIRMA HASTANESİ,,ÇORUM,,KARTUŞ,,2019/07-1375,,,,satış,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,TEST,,2019-08-19,EMİN BEYE VERDİM,,,,KARTUŞ,,SARI KARTUŞ,,,,TEST,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,TEST,,2019-08-19,EMİN BEYE VERDİM,,,,KARTUŞ,,SARI KARTUŞ,,,,TEST,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/074,2019-08-20,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1376,,,,DEĞİŞİM,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/074,2019-08-20,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1377,,,,DEĞİŞİM,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/074,2019-08-20,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1378,,,,DEĞİŞİM,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/074,2019-08-20,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1379,,,,DEĞİŞİM,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/074,2019-08-20,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1380,,,,DEĞİŞİM,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/074,2019-08-20,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1381,,,,DEĞİŞİM,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/074,2019-08-20,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1382,,,,DEĞİŞİM,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/074,2019-08-20,TATVAN DEVLET HASTANESİ,,BİTLİS,,KARTUŞ,,2019/07-1383,,,,DEĞİŞİM,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/074,2019-12-12,ÖZEL GÜLHAN TIP MERKEZİ,,DENİZLİ,,KARTUŞ,,2019/07-1384,,,,DEĞİŞİM,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/074,2019-12-12,ÖZEL GÜLHAN TIP MERKEZİ,,DENİZLİ,,KARTUŞ,,2019/07-1385,,,,DEĞİŞİM,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,DEĞİŞİM,2019/074,2020-02-01,ROMANYA,,ROMANYA,,KARTUŞ,,2019/07-1386,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/075,2019-08-22,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2019/07-1387,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/075,2019-08-22,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2019/07-1388,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/075,2019-08-22,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2019/07-1389,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/075,2019-08-22,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2019/07-1390,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/075,2019-08-22,TUNCELİ DEVLET HASTANESİ,,TUNCELİ,,KARTUŞ,,2019/07-1391,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,TEST,,2019-08-22,EMİN BEYE VERDİM,,SARI KARTUŞ,,KARTUŞ,,,,,,TEST,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,TEST,,2019-08-22,EMİN BEYE VERDİM,,SARI KARTUŞ,,KARTUŞ,,,,,,TEST,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,TEST,,2019-08-22,EMİN BEYE VERDİM,,SARI KARTUŞ,,KARTUŞ,,,,,,TEST,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,TEST,,2019-08-22,EMİN BEYE VERDİM,,SARI KARTUŞ,,KARTUŞ,,,,,,TEST,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,TEST,,2019-08-22,EMİN BEYE VERDİM,,SARI KARTUŞ,,KARTUŞ,,,,,,TEST,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/076,2019-08-24,ANKARA ÜNİVERSİTESİ İBNİ SİNA HASTANESİ,,ANKARA,,KARTUŞ,,2019/07-1392,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/076,2019-08-24,ANKARA ÜNİVERSİTESİ İBNİ SİNA HASTANESİ,,ANKARA,,KARTUŞ,,2019/07-1393,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/076,2019-08-24,ANKARA ÜNİVERSİTESİ İBNİ SİNA HASTANESİ,,ANKARA,,KARTUŞ,,2019/07-1394,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/076,2019-08-24,ANKARA ÜNİVERSİTESİ İBNİ SİNA HASTANESİ,,ANKARA,,KARTUŞ,,2019/07-1395,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
KARTUS,ÖZEL,2019/076,2019-08-24,ANKARA ÜNİVERSİTESİ İBNİ SİNA HASTANESİ,,ANKARA,,KARTUŞ,,2019/07-1396,,,,SATIŞ,25.4.2019-HPS2019-00387,4/29/2019,
